"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 11 09:47:22 GMT 2025","Wed Jun 11 09:47:56 GMT 2025","33665","tests.base","test_authorization","TestAuthorization","","","Проверка авторизации в CRM",""
