"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 11 09:14:49 GMT 2025","Wed Jun 11 09:15:15 GMT 2025","26021","tests.base","test_authorization","TestAuthorization","","","Проверка авторизации в CRM",""
